N,gamma_b_over_J,slow_rigidity,min_rigidity,slow_residue_over_participation,max_residue_over_participation
40,0.10714750925269857,0.999833983559239,0.9714145724726551,1.000166044006796,1.0294265994533958
40,0.12139244620058345,0.9997916379033879,0.9632285020112349,1.0002084055204237,1.0381752594654186
40,0.13753120438672645,0.9997400578095902,0.952667890928714,1.000260009777921,1.04968374553397
40,0.15581556161088883,0.9996781311127607,0.9390233793989577,1.0003219725201757,1.0649362113220988
40,0.17653076876901028,0.9996051343524345,0.9213593032517838,1.0003950216280366,1.0853529089798812
40,0.2,0.9995210690708943,0.8984309980222835,1.0004791604138474,1.1130515333968891
40,0.22658939446607085,0.999427077787026,0.8685637978722676,1.000573250641,1.1513259042683033
40,0.25671376842250326,0.999325877223294,0.8294693388078918,1.0006745775247803,1.2055900721263473
40,0.29084308668979075,0.999222082631381,0.7779532841181908,1.0007785229951789,1.2854242284400137
40,0.32950979448841317,0.9991222381097647,0.709422177833248,1.000878533033051,1.4095978829619462
40,0.3733171240188449,0.9990343591186763,0.6169923046152639,1.0009665742449294,1.6207657575625154
40,0.4229485053762257,0.99896688889651,0.4897939426954766,1.0010341795258415,2.041674902095998
40,0.4791782286176434,0.9989271877792616,0.3104299308695008,1.0010739643828528,3.2213388612336553
40,0.5428835233189814,0.9989199418613388,0.05737344899137907,1.0010812259255215,17.42966507295491
40,0.6150582440722752,0.998946034741339,0.20419571566652764,1.0010550772734519,4.897262397185168
40,0.6968283754285082,0.9990023254909802,0.3202548413244256,1.0009986708574772,3.122513295550704
40,0.7894695981756077,0.9990824247013123,0.4274343107854457,1.0009184180163735,2.339540778002631
40,0.8944271909999161,0.9991781540088814,0.5238095238095253,1.0008225219775087,1.9090909090909038
40,1.0133385780132982,0.9992811526829504,0.608412880754714,1.0007193644302403,1.6436206918557286
40,1.1480588739057127,0.9993841529467707,0.6811304162358242,1.000616226554537,1.4681476207249204
40,1.300689825248473,0.9994816880221,0.7425061595294773,1.0005185807645218,1.346790174284474
40,1.473612599456155,0.9995702508224359,0.793519322569774,1.0004299339413216,1.2602087580697447
40,1.6695249329417137,0.9996480712597662,0.8353808391139611,1.000352052637675,1.19705881818003
40,1.891483218006352,0.9997147104948391,0.8693735519529087,1.0002853709184885,1.1502535334249127
40,2.1429501850539716,0.9997706264149717,0.8967419076474135,1.0002294262093403,1.1151480615236131
40,2.4278489240116694,0.9998167988491596,0.9186257569632232,1.0001832347196518,1.0885825837344059
40,2.750624087734529,0.9998544478442737,0.9360281097360005,1.0001455733442404,1.0683439841160778
40,3.116311232217777,0.9998848440584359,0.9498062304463588,1.0001151692039825,1.0528463258553828
40,3.5306153753802056,0.9999091945230798,0.9606771239722877,1.0000908137233038,1.0409324579991213
40,4.0,0.9999285831501188,0.9692307692307693,1.000071421950612,1.0317460317460316
